Subject:	S1111
Project:	BesteRTMusic
Time:	2015-03-31_11-11-55

Matlab_now	Increasing Marker	BoxyTime	Marker	A-DC1	A-DC2	A-DC3	A-DC4	A-DC5	A-DC6	A-DC7	A-DC8	B-DC1	B-DC2	B-DC3	B-DC4	B-DC5	B-DC6	B-DC7	B-DC8
40870.473	0	3916.866	0	1793.000	485.000	141.700	37.750	1307.000	361.600	96.540	23.070	222.700	56.800	16.830	5.391	408.100	106.500	32.310	11.600	
40870.637	0	3916.950	0	1797.000	484.000	141.800	38.070	1309.000	361.600	96.750	23.130	222.900	56.900	16.920	5.458	409.100	107.000	32.280	11.620	
40870.736	0	3917.014	0	1801.000	483.000	141.300	37.780	1304.000	360.900	96.210	23.100	222.600	56.840	16.930	5.433	406.800	106.500	32.210	11.620	
40870.749	0	3917.096	0	1787.000	482.000	141.400	37.710	1306.000	360.400	96.220	23.140	224.200	56.960	17.040	5.467	406.400	106.900	32.030	11.670	
40870.851	0	3917.180	0	1788.000	484.000	140.600	37.780	1308.000	360.000	96.470	23.200	224.000	56.930	17.060	5.475	407.200	106.800	32.170	11.740	
40870.951	0	3917.265	0	1791.000	480.200	141.500	37.610	1301.000	360.000	96.680	23.110	226.400	56.940	17.110	5.482	406.300	106.600	32.220	11.730	
40871.052	0	3917.349	0	1781.000	482.300	141.600	37.650	1304.000	361.300	96.590	23.160	225.300	57.080	17.130	5.519	407.100	106.200	32.330	11.810	
40871.155	0	3917.433	0	1788.000	481.400	140.900	37.810	1306.000	360.900	96.710	23.110	224.400	56.880	17.140	5.570	407.200	106.900	32.370	11.840	
40871.168	0	3917.517	0	1781.000	483.000	141.700	38.010	1315.000	362.300	97.480	23.250	224.700	57.210	17.110	5.562	408.700	107.300	32.600	11.910	
40871.271	0	3917.601	0	1801.000	484.100	142.400	38.070	1315.000	365.300	97.370	23.320	227.100	57.200	17.270	5.576	407.300	106.700	32.330	11.910	
40871.387	0	3917.664	0	1810.000	488.200	142.300	38.080	1321.000	365.900	97.780	23.350	225.700	57.180	17.180	5.581	406.800	106.700	32.320	11.860	
40871.486	0	3917.769	0	1808.000	489.300	142.500	38.050	1331.000	367.300	97.490	23.610	224.700	57.100	17.210	5.576	407.500	106.300	32.370	11.940	
40871.499	0	3917.832	0	1812.000	488.300	143.000	38.060	1332.000	367.400	98.270	23.540	225.700	57.220	17.250	5.560	408.600	106.800	32.500	11.890	
40871.606	0	3917.916	0	1824.000	486.500	142.900	38.230	1335.000	369.100	98.690	23.570	227.100	57.370	17.290	5.606	409.700	106.900	32.580	11.990	
40871.712	0	3918.042	0	1819.000	488.600	143.000	38.160	1339.000	370.000	98.470	23.540	227.600	57.550	17.390	5.607	410.500	107.200	32.630	11.990	
40871.813	0	3918.127	0	1827.000	490.300	143.800	38.470	1336.000	369.200	98.620	23.650	227.300	57.510	17.370	5.606	410.300	107.500	32.690	11.960	
40871.913	0	3918.211	0	1839.000	493.500	144.200	38.480	1347.000	371.500	98.960	23.670	227.500	57.420	17.390	5.588	410.900	107.900	32.730	11.970	
40872.001	0	3918.295	0	1836.000	496.400	144.100	38.430	1348.000	372.700	99.060	23.700	228.700	57.600	17.310	5.563	407.900	107.300	32.460	11.900	
40872.014	0	3918.379	0	1839.000	494.700	143.800	38.270	1357.000	373.000	99.090	23.710	226.500	57.500	17.230	5.584	408.800	106.800	32.330	11.850	
40872.110	0	3918.442	0	1856.000	493.400	143.800	38.540	1356.000	374.500	99.000	23.740	226.500	57.290	17.240	5.570	408.900	107.400	32.450	11.780	
40872.226	0	3918.525	0	1854.000	494.200	143.800	38.440	1358.000	375.300	98.790	23.670	226.900	57.380	17.270	5.535	409.500	107.200	32.450	11.880	
40872.338	0	3918.630	0	1855.000	498.300	144.300	38.460	1361.000	374.400	99.190	23.680	226.100	57.180	17.200	5.541	409.600	107.100	32.490	11.840	
40872.351	0	3918.693	0	1854.000	494.900	143.900	38.760	1360.000	373.700	99.310	23.650	227.600	57.270	17.190	5.535	410.500	107.200	32.280	11.910	
40872.462	0	3918.777	0	1852.000	499.300	144.200	38.630	1363.000	373.200	98.950	23.710	225.600	57.140	17.180	5.512	409.900	107.800	32.610	11.880	
40872.559	0	3918.861	0	1852.000	499.700	144.300	38.560	1361.000	374.000	98.970	23.670	224.800	57.230	17.150	5.549	410.200	107.300	32.430	11.810	
40872.622	0	3918.945	0	1851.000	497.300	144.300	38.340	1367.000	373.800	98.920	23.670	225.200	57.220	17.020	5.512	408.300	107.100	32.310	11.800	
40872.636	0	3919.029	0	1845.000	495.700	144.600	38.260	1363.000	373.800	98.420	23.640	225.600	57.150	17.130	5.497	408.200	107.000	32.120	11.780	
40872.782	0	3919.113	0	1855.000	499.300	143.900	38.230	1366.000	375.900	99.000	23.710	225.900	57.270	17.080	5.525	408.200	107.100	32.260	11.740	
40872.920	0	3919.240	0	1860.000	495.000	144.100	38.360	1367.000	375.300	99.110	23.690	226.300	57.150	16.990	5.494	408.900	107.300	32.240	11.820	
40872.979	0	3919.303	0	1857.000	498.200	144.300	38.420	1371.000	376.000	98.940	23.630	223.300	56.990	17.150	5.521	409.500	107.600	32.340	11.780	
40873.076	0	3919.408	0	1867.000	502.600	144.400	38.670	1374.000	377.400	99.050	23.800	227.500	57.190	17.010	5.513	409.000	107.600	32.380	11.840	
40873.176	0	3919.492	0	1873.000	500.800	145.400	38.740	1375.000	377.700	99.090	23.820	226.800	57.170	17.100	5.490	410.800	107.400	32.570	11.840	
40873.189	0	3919.555	0	1875.000	501.600	145.100	38.800	1379.000	378.500	99.220	23.760	225.100	57.170	16.980	5.466	409.100	107.700	32.360	11.810	
40873.280	0	3919.639	0	1869.000	503.500	144.800	38.750	1380.000	377.600	99.150	23.760	226.500	57.040	16.950	5.457	409.100	107.100	32.210	11.670	
40873.373	0	3919.723	0	1876.000	502.200	144.200	38.570	1375.000	377.000	99.130	23.750	225.500	56.980	16.930	5.459	409.000	107.200	32.210	11.720	
40873.476	0	3919.807	0	1874.000	504.500	144.300	38.510	1378.000	377.200	98.770	23.720	225.100	56.880	16.890	5.441	408.500	107.100	32.160	11.690	
40873.635	0	3919.891	0	1871.000	502.600	144.800	38.710	1379.000	378.200	99.140	23.720	227.000	57.170	16.820	5.423	409.900	107.200	32.240	11.750	
40873.683	0	3919.974	0	1881.000	504.300	145.000	38.770	1382.000	378.200	99.070	23.810	225.400	56.880	16.880	5.420	410.600	107.300	32.280	11.720	
40873.697	0	3920.058	0	1879.000	505.900	145.500	38.730	1381.000	378.900	99.020	23.820	225.200	57.000	16.780	5.372	409.700	108.000	32.330	11.700	
40873.791	0	3920.121	0	1888.000	506.100	145.400	38.800	1382.000	377.600	99.000	23.830	226.600	57.140	16.800	5.403	412.300	107.800	32.400	11.670	
40873.895	0	3920.226	0	1879.000	504.500	145.300	38.730	1385.000	378.200	98.540	23.730	225.800	56.880	16.790	5.396	409.200	107.900	32.130	11.610	
40874.011	0	3920.311	0	1881.000	502.900	145.100	38.670	1383.000	377.400	98.530	23.750	224.900	56.740	16.700	5.368	408.900	107.200	32.000	11.620	
40874.024	0	3920.374	0	1884.000	503.200	144.900	38.780	1388.000	378.300	98.600	23.670	226.700	56.550	16.630	5.349	408.400	107.400	32.070	11.600	
40874.145	0	3920.500	0	1886.000	503.600	145.300	38.630	1382.000	378.200	98.740	23.700	224.500	56.570	16.680	5.363	409.800	107.000	31.840	11.580	
40874.253	0	3920.584	0	1884.000	505.400	145.200	38.830	1381.000	377.200	98.240	23.690	225.600	56.580	16.630	5.341	408.700	107.400	32.030	11.610	
40874.428	0	3920.668	0	1885.000	504.800	144.300	38.940	1380.000	376.500	98.420	23.640	225.600	56.810	16.700	5.335	409.800	106.900	32.060	11.680	
40874.476	0	3920.752	0	1889.000	506.300	145.200	38.930	1376.000	377.200	98.280	23.600	224.200	56.880	16.710	5.365	410.700	107.500	32.270	11.680	
40874.490	0	3920.836	0	1883.000	506.200	145.300	38.920	1379.000	376.700	98.400	23.650	225.700	56.740	16.760	5.363	410.600	107.800	32.300	11.700	
40874.589	0	3920.920	0	1890.000	505.200	145.600	38.830	1376.000	374.500	98.220	23.610	225.400	56.540	16.690	5.386	408.100	107.500	32.090	11.650	
40874.689	0	3920.983	0	1884.000	502.700	145.200	38.790	1373.000	374.600	98.020	23.530	224.000	56.620	16.670	5.353	409.400	107.300	32.120	11.620	
40874.702	0	3921.067	0	1890.000	504.200	144.500	38.710	1378.000	374.900	98.010	23.510	224.200	56.650	16.750	5.361	409.300	107.000	32.090	11.670	
40874.826	0	3921.173	0	1881.000	503.100	145.300	38.910	1372.000	374.800	97.870	23.440	225.900	56.580	16.660	5.372	409.500	107.700	32.300	11.700	
40874.938	0	3921.236	0	1881.000	506.400	144.700	38.870	1367.000	374.000	97.640	23.450	223.800	56.710	16.690	5.379	409.700	107.600	32.270	11.650	
40875.026	0	3921.320	0	1888.000	502.900	144.800	38.860	1376.000	375.200	98.000	23.480	223.700	56.710	16.680	5.380	408.600	107.300	32.190	11.740	
40875.039	0	3921.403	0	1883.000	504.500	144.900	38.920	1364.000	372.100	97.620	23.450	226.500	56.560	16.670	5.395	408.300	107.200	32.230	11.730	
40875.139	0	3921.487	0	1880.000	502.300	144.400	38.380	1359.000	368.800	96.830	23.230	225.600	56.200	16.550	5.384	402.600	106.200	31.860	11.690	
40875.255	0	3921.571	0	1894.000	501.900	143.500	38.420	1379.000	370.900	96.410	23.260	230.000	56.270	16.560	5.391	404.400	106.600	32.020	11.740	
40875.350	0	3921.697	0	1919.000	503.400	144.000	38.550	1381.000	372.200	97.010	23.360	228.500	56.330	16.660	5.404	405.200	107.300	32.170	11.850	
40875.451	0	3921.781	0	1917.000	505.600	144.100	38.710	1388.000	374.200	96.650	23.380	230.600	56.720	16.700	5.444	408.100	108.200	32.360	11.960	
40875.567	0	3921.844	0	1921.000	505.600	144.600	38.820	1391.000	375.800	97.850	23.450	230.300	56.930	16.770	5.495	409.500	108.000	32.570	12.060	
40875.665	0	3921.949	0	1929.000	512.000	146.000	39.030	1395.000	376.800	97.690	23.630	234.000	57.270	16.930	5.488	412.400	108.800	32.800	12.120	
40875.679	0	3922.012	0	1933.000	511.200	146.200	39.210	1398.000	376.600	97.870	23.590	232.800	57.240	17.000	5.533	413.600	109.500	32.900	12.150	
40875.785	0	3922.096	0	1929.000	511.200	146.000	39.280	1397.000	376.400	97.920	23.560	233.200	57.540	17.060	5.572	414.300	109.100	32.860	12.100	
40875.882	0	3922.180	0	1930.000	511.100	145.700	39.100	1395.000	375.300	98.410	23.620	235.700	57.760	17.180	5.585	416.500	109.500	33.000	12.200	
40875.949	0	3922.265	0	1927.000	511.200	146.500	39.180	1394.000	376.400	98.760	23.730	236.100	57.930	17.280	5.619	417.400	109.800	33.110	12.210	
40875.962	0	3922.349	0	1921.000	509.600	146.700	39.330	1389.000	377.500	99.020	23.760	233.400	58.310	17.310	5.645	418.300	109.800	33.220	12.240	
40876.025	0	3922.433	0	1916.000	510.800	146.900	39.440	1394.000	377.500	99.220	23.860	235.900	58.420	17.360	5.631	420.800	110.200	33.360	12.310	
40876.174	0	3922.517	0	1927.000	513.900	147.600	39.360	1400.000	378.300	99.050	23.830	237.900	58.660	17.390	5.680	420.100	110.500	33.410	12.420	
40876.285	0	3922.601	0	1932.000	514.400	148.200	39.470	1397.000	381.000	99.420	23.880	235.700	58.700	17.500	5.687	421.700	110.800	33.520	12.340	
40876.352	0	3922.664	0	1934.000	512.700	147.200	39.130	1397.000	379.000	99.070	23.840	234.900	58.700	17.420	5.667	420.000	110.200	33.190	12.280	
40876.393	0	3922.748	0	1932.000	511.600	147.400	39.190	1400.000	379.100	98.980	23.690	233.600	58.480	17.400	5.657	419.500	109.300	33.140	12.200	
40876.557	0	3922.873	0	1925.000	513.000	147.200	39.070	1401.000	379.700	98.900	23.800	233.900	58.380	17.300	5.659	417.200	109.800	32.780	12.220	
40876.669	0	3922.957	0	1926.000	509.700	146.200	39.140	1395.000	378.900	98.920	23.790	233.400	58.370	17.290	5.615	414.800	109.200	32.910	12.220	
40876.778	0	3923.041	0	1920.000	509.000	146.500	38.900	1388.000	377.600	98.890	23.710	234.000	58.120	17.280	5.623	414.400	108.900	33.000	12.260	
40876.791	0	3923.125	0	1911.000	508.400	146.400	39.060	1382.000	376.200	98.710	23.830	234.600	58.110	17.260	5.650	416.200	109.500	33.030	12.230	
40876.896	0	3923.209	0	1908.000	508.300	146.400	38.840	1374.000	375.300	98.490	23.700	231.400	58.120	17.280	5.639	414.300	108.700	32.880	12.160	
40876.992	0	3923.294	0	1891.000	503.300	144.800	38.550	1368.000	374.100	98.710	23.570	232.500	57.910	17.200	5.596	413.000	108.400	32.700	12.130	
40877.054	0	3923.378	0	1886.000	502.200	144.400	38.470	1372.000	372.600	98.340	23.620	232.500	57.900	17.210	5.642	411.800	108.400	32.640	12.100	
40877.096	0	3923.462	0	1877.000	501.000	144.200	38.460	1372.000	372.500	98.560	23.630	232.500	57.980	17.240	5.644	412.500	108.200	32.630	12.100	
40877.195	0	3923.525	0	1883.000	499.700	144.700	38.550	1368.000	373.700	98.630	23.520	233.400	57.930	17.390	5.645	414.300	108.500	32.700	12.160	
40877.297	0	3923.630	0	1881.000	500.000	144.500	38.570	1371.000	372.700	98.630	23.600	233.200	58.160	17.400	5.681	414.000	108.400	32.750	12.170	
40877.456	0	3923.693	0	1881.000	499.600	145.300	38.400	1373.000	373.800	98.280	23.630	233.800	58.280	17.350	5.671	414.500	108.900	32.920	12.250	
40877.520	0	3923.777	0	1890.000	499.000	144.100	38.460	1368.000	372.800	97.950	23.510	235.100	58.340	17.500	5.662	415.800	109.000	32.950	12.200	
40877.534	0	3923.861	0	1879.000	498.600	144.100	38.160	1362.000	372.900	98.500	23.480	234.300	58.320	17.440	5.706	413.400	108.600	32.780	12.130	
40877.590	0	3923.945	0	1873.000	498.100	143.400	38.120	1360.000	371.900	97.750	23.510	234.500	58.370	17.500	5.660	413.700	108.800	32.670	12.090	
40877.705	0	3924.071	0	1873.000	496.000	143.900	38.220	1362.000	373.200	98.330	23.580	234.900	58.370	17.420	5.688	415.000	108.700	32.820	12.140	
40877.808	0	3924.156	0	1874.000	498.200	144.000	38.240	1358.000	372.900	98.570	23.580	234.700	58.640	17.490	5.716	414.000	108.900	32.890	12.160	
40877.920	0	3924.240	0	1867.000	497.400	143.300	38.160	1361.000	373.300	98.530	23.500	235.200	58.750	17.680	5.741	416.600	109.100	33.020	12.190	
40877.990	0	3924.322	0	1864.000	498.400	144.000	37.920	1362.000	374.500	98.880	23.550	235.100	59.150	17.750	5.713	418.800	109.300	32.880	12.080	
40878.032	0	3924.386	0	1868.000	499.900	143.700	38.150	1361.000	373.300	98.420	23.340	235.000	58.820	17.590	5.634	418.700	109.300	32.720	11.900	
40878.138	0	3924.470	0	1865.000	498.400	143.900	38.000	1369.000	374.900	99.030	23.610	236.200	58.610	17.550	5.601	415.900	108.500	32.530	11.880	
40878.238	0	3924.554	0	1880.000	501.600	144.200	38.250	1380.000	377.700	99.230	23.720	234.200	58.700	17.490	5.630	415.000	108.700	32.700	11.970	
40878.339	0	3924.638	0	1887.000	501.800	144.200	38.180	1379.000	377.100	99.170	23.640	235.500	58.950	17.650	5.684	415.600	109.000	32.810	11.990	
40878.426	0	3924.722	0	1880.000	504.000	143.500	37.950	1380.000	375.500	98.570	23.630	232.200	58.790	17.570	5.699	416.600	109.000	32.780	12.010	
40878.439	0	3924.806	0	1887.000	504.500	143.500	38.180	1382.000	378.200	98.840	23.720	237.100	59.170	17.530	5.651	421.800	109.400	32.640	11.810	
40878.542	0	3924.890	0	1891.000	503.500	143.900	38.040	1373.000	375.600	98.630	23.530	237.000	59.330	17.430	5.570	423.100	110.000	32.670	11.680	
40878.643	0	3924.974	0	1875.000	502.400	143.100	37.870	1367.000	373.700	97.570	23.300	233.600	59.280	17.520	5.487	420.400	109.900	32.800	11.480	
40878.743	0	3925.058	0	1854.000	495.800	142.000	37.290	1352.000	371.500	97.430	23.120	231.300	59.520	17.570	5.398	423.300	110.800	32.950	11.430	
40878.858	0	3925.142	0	1839.000	490.800	140.200	36.920	1345.000	367.400	96.230	22.960	234.800	59.940	17.700	5.427	425.600	112.200	33.500	11.450	
40878.871	0	3925.206	0	1823.000	484.900	139.300	36.680	1329.000	361.200	95.440	22.730	233.600	60.860	17.770	5.401	430.300	113.300	33.680	11.500	
40878.961	0	3925.332	0	1801.000	480.700	139.100	36.810	1308.000	358.800	95.450	22.800	233.800	61.240	17.810	5.421	430.800	113.900	33.690	11.530	
40879.038	0	3925.416	0	1786.000	479.300	138.500	36.700	1302.000	354.200	94.440	22.550	234.600	61.310	17.700	5.422	431.500	114.700	33.820	11.540	
40879.151	0	3925.500	0	1774.000	472.900	137.000	36.730	1284.000	351.300	94.150	22.480	237.600	61.480	17.710	5.406	433.600	115.800	33.940	11.560	
40879.251	0	3925.584	0	1759.000	470.100	137.300	36.480	1266.000	348.400	92.910	22.420	237.100	61.640	17.440	5.394	433.800	115.600	33.480	11.490	
40879.351	0	3925.668	0	1742.000	468.500	136.500	36.390	1256.000	347.300	93.560	22.420	235.100	61.350	17.310	5.384	433.700	114.900	33.440	11.470	
40879.466	0	3925.752	0	1736.000	469.400	136.800	36.450	1250.000	345.500	93.600	22.470	233.900	61.240	17.320	5.347	433.600	115.100	33.450	11.460	
40879.479	0	3925.814	0	1726.000	464.000	136.400	36.540	1247.000	345.200	93.250	22.440	237.000	61.110	17.300	5.363	432.300	114.900	33.200	11.430	
40879.587	0	3925.919	0	1723.000	467.200	136.900	36.580	1245.000	345.500	93.780	22.520	236.800	60.770	17.150	5.338	432.600	115.200	33.290	11.410	
40879.687	0	3926.003	0	1721.000	465.200	136.700	36.600	1237.000	342.700	93.570	22.490	236.000	60.770	17.100	5.353	431.700	115.000	33.090	11.460	
40879.700	0	3926.066	0	1727.000	466.800	137.500	36.770	1236.000	344.200	93.490	22.520	234.800	60.850	16.980	5.291	433.800	114.900	33.140	11.440	
40879.817	0	3926.150	0	1717.000	466.000	136.800	36.850	1239.000	343.000	93.500	22.450	235.900	60.600	16.950	5.293	431.600	114.500	32.930	11.330	
40879.933	0	3926.234	0	1715.000	463.600	136.900	36.740	1228.000	341.100	93.050	22.470	235.100	60.400	16.810	5.268	431.000	114.500	32.670	11.290	
40880.045	0	3926.319	0	1707.000	463.200	136.100	36.610	1229.000	340.700	92.370	22.480	233.400	60.250	16.720	5.255	431.200	114.900	32.710	11.350	
40880.058	0	3926.403	0	1699.000	461.200	135.800	36.510	1225.000	339.200	92.990	22.360	235.100	60.250	16.720	5.270	431.100	114.300	32.670	11.380	
40880.165	0	3926.529	0	1701.000	460.200	136.300	36.790	1225.000	338.400	92.860	22.440	234.800	60.110	16.650	5.233	430.900	114.300	32.560	11.320	
40880.280	0	3926.613	0	1701.000	461.000	135.800	36.660	1219.000	337.300	92.690	22.350	233.400	59.950	16.550	5.214	431.200	114.300	32.650	11.290	
40880.380	0	3926.676	0	1697.000	459.000	136.900	36.630	1220.000	336.900	92.520	22.330	232.900	59.780	16.450	5.193	431.000	113.800	32.640	11.350	
40880.478	0	3926.781	0	1698.000	459.800	136.200	36.680	1223.000	337.700	92.480	22.350	231.500	59.540	16.410	5.165	427.100	113.300	32.280	11.210	
40880.521	0	3926.844	0	1697.000	460.800	136.600	36.760	1222.000	337.000	92.790	22.450	229.400	59.140	16.250	5.131	427.000	113.000	32.070	11.170	
40880.637	0	3926.928	0	1696.000	459.800	136.800	36.730	1219.000	335.800	92.630	22.400	228.800	59.280	16.280	5.171	424.800	113.000	31.920	11.220	
40880.747	0	3927.012	0	1694.000	459.900	137.300	36.620	1222.000	335.700	92.890	22.330	228.200	58.800	16.140	5.144	424.400	112.200	31.780	11.190	
40880.760	0	3927.096	0	1704.000	461.300	137.200	36.800	1225.000	337.300	93.160	22.500	228.400	58.740	16.040	5.142	423.600	112.700	31.870	11.170	
40880.865	0	3927.179	0	1707.000	463.200	137.900	37.050	1229.000	336.400	93.420	22.480	228.200	58.600	16.080	5.118	424.100	112.700	31.770	11.180	
40880.977	0	3927.263	0	1717.000	463.300	137.900	37.130	1234.000	338.000	93.550	22.470	226.100	58.250	15.990	5.122	424.100	112.600	31.970	11.180	
40881.084	0	3927.347	0	1718.000	464.900	137.700	37.090	1236.000	338.900	93.590	22.430	228.700	58.220	15.910	5.134	423.100	111.800	31.650	11.140	
40881.097	0	3927.432	0	1721.000	464.600	138.000	36.810	1242.000	339.200	93.650	22.540	227.200	58.110	15.930	5.108	424.000	112.100	31.680	11.120	
40881.206	0	3927.516	0	1727.000	465.000	138.200	37.130	1239.000	338.500	93.430	22.400	231.000	58.070	15.930	5.075	422.300	112.600	31.730	11.130	
40881.318	0	3927.600	0	1721.000	464.400	138.100	37.150	1237.000	338.200	93.370	22.480	229.400	58.090	15.950	5.105	424.800	112.300	31.660	11.130	
40881.430	0	3927.705	0	1719.000	465.800	137.800	37.000	1233.000	338.600	93.520	22.450	231.400	58.220	15.950	5.091	426.900	112.400	31.850	11.160	
40881.443	0	3927.789	0	1720.000	465.300	138.000	36.940	1233.000	338.700	93.570	22.380	230.800	58.200	16.000	5.071	428.900	112.800	31.960	11.190	
40881.556	0	3927.873	0	1724.000	467.100	138.300	36.960	1235.000	338.700	93.410	22.420	232.000	58.250	15.980	5.069	427.600	112.500	31.820	11.090	
40881.653	0	3927.957	0	1716.000	465.200	138.100	36.740	1226.000	337.300	92.910	22.340	232.200	58.170	15.880	5.039	426.600	111.900	31.740	11.050	
40881.753	0	3928.041	0	1720.000	462.000	137.500	36.720	1229.000	337.600	93.090	22.340	229.100	57.970	15.920	5.031	424.700	112.300	31.670	11.020	
40881.794	0	3928.125	0	1705.000	464.400	137.400	36.610	1227.000	338.200	93.100	22.340	229.900	58.130	15.870	5.015	425.900	111.600	31.650	11.000	
40881.835	0	3928.209	0	1706.000	461.700	137.500	36.810	1228.000	337.600	93.300	22.310	230.100	57.800	15.760	5.023	423.900	111.900	31.620	11.030	
40881.935	0	3928.294	0	1724.000	462.200	137.500	36.820	1231.000	339.000	93.110	22.340	230.000	57.920	15.850	5.032	425.600	112.300	31.760	11.030	
40882.032	0	3928.357	0	1713.000	461.900	138.000	36.980	1226.000	336.500	93.280	22.410	229.700	57.760	15.780	5.039	426.700	112.200	31.700	11.150	
40882.148	0	3928.462	0	1716.000	467.000	138.100	36.980	1225.000	338.100	92.870	22.400	227.700	57.840	15.690	5.009	425.900	112.200	31.840	10.980	
40882.259	0	3928.525	0	1716.000	462.100	137.700	36.700	1227.000	338.100	92.790	22.360	228.200	57.570	15.670	5.004	425.200	111.700	31.450	11.070	
40882.272	0	3928.608	0	1722.000	464.000	137.300	36.680	1233.000	338.000	93.080	22.280	228.300	57.660	15.610	4.973	423.900	111.700	31.250	10.940	
40882.378	0	3928.692	0	1715.000	462.500	137.400	36.510	1226.000	336.500	93.000	22.280	228.700	57.360	15.550	4.972	423.100	111.600	31.430	10.960	
40882.492	0	3928.776	0	1716.000	460.700	137.800	36.790	1227.000	337.300	93.150	22.290	226.700	57.320	15.590	5.009	423.300	111.600	31.320	11.000	
40882.604	0	3928.902	0	1722.000	461.100	137.800	36.990	1231.000	338.400	93.190	22.450	227.400	57.380	15.480	4.997	423.300	111.500	31.380	11.030	
40882.671	0	3928.986	0	1716.000	465.900	138.000	36.880	1233.000	338.400	93.140	22.390	228.200	57.160	15.500	4.975	424.200	111.900	31.410	10.990	
40882.712	0	3929.070	0	1722.000	464.800	138.500	37.060	1233.000	338.000	93.040	22.350	227.900	57.100	15.490	4.952	423.500	111.800	31.480	10.960	
40882.815	0	3929.154	0	1719.000	464.700	138.100	36.960	1228.000	337.200	93.080	22.340	226.900	57.140	15.320	4.912	420.900	111.300	31.350	10.940	
40882.927	0	3929.217	0	1715.000	462.000	137.600	36.820	1230.000	337.100	92.510	22.270	227.600	56.680	15.360	4.924	422.900	111.000	31.160	10.940	
40883.038	0	3929.323	0	1720.000	464.800	136.800	36.800	1233.000	336.600	92.690	22.170	226.300	56.930	15.370	4.923	423.400	111.100	31.200	10.920	
40883.051	0	3929.386	0	1715.000	462.900	137.700	36.770	1231.000	336.600	92.900	22.180	225.900	56.900	15.300	4.909	421.700	111.000	31.170	10.960	
40883.158	0	3929.470	0	1719.000	464.000	137.700	36.860	1228.000	337.100	92.710	22.290	228.600	56.720	15.230	4.926	422.600	111.300	31.290	10.940	
40883.270	0	3929.554	0	1725.000	462.900	137.700	36.950	1230.000	337.100	92.930	22.270	226.700	56.640	15.330	4.898	423.400	111.300	31.220	10.960	
40883.341	0	3929.638	0	1723.000	464.100	137.900	36.990	1229.000	336.900	92.340	22.190	225.000	56.570	15.240	4.891	422.300	111.000	31.170	10.900	
40883.386	0	3929.722	0	1722.000	461.100	138.200	36.810	1231.000	335.500	92.600	22.230	222.800	56.390	15.150	4.890	422.600	110.100	30.990	10.920	
40883.400	0	3929.806	0	1722.000	463.400	136.900	36.590	1227.000	335.800	92.240	22.110	223.600	56.100	15.090	4.861	420.000	110.400	30.880	10.850	
40883.547	0	3929.890	0	1722.000	461.600	137.600	36.780	1228.000	336.600	92.520	22.120	224.700	56.100	15.100	4.854	419.700	110.300	30.900	10.860	
40883.656	0	3929.974	0	1716.000	461.500	137.700	36.860	1229.000	335.100	92.830	22.140	224.000	56.000	15.040	4.850	420.200	109.800	30.900	10.830	
40883.767	0	3930.099	0	1715.000	461.400	137.800	36.920	1231.000	336.600	92.760	22.230	224.900	56.020	15.050	4.836	418.700	110.200	30.850	10.850	
40883.883	0	3930.183	0	1722.000	464.600	138.300	37.120	1234.000	336.600	92.410	22.180	222.400	55.990	14.940	4.824	420.300	110.300	30.920	10.880	
40883.896	0	3930.246	0	1733.000	460.800	137.900	37.110	1229.000	336.100	92.660	22.170	225.900	55.920	14.960	4.850	419.500	109.800	30.850	10.820	
40883.997	0	3930.330	0	1731.000	464.800	137.600	36.890	1237.000	337.000	92.270	22.140	222.100	55.700	14.960	4.809	417.600	109.800	30.710	10.780	
40884.113	0	3930.415	0	1733.000	462.200	138.300	36.850	1228.000	336.300	92.720	22.120	222.400	55.550	14.950	4.791	418.300	109.300	30.580	10.800	
40884.213	0	3930.499	0	1719.000	464.500	137.600	36.790	1233.000	336.200	92.830	22.150	222.100	55.360	14.880	4.810	417.000	109.200	30.610	10.790	
40884.227	0	3930.583	0	1726.000	464.400	137.900	36.870	1231.000	336.200	92.260	22.230	223.800	55.620	14.880	4.800	417.400	109.400	30.560	10.770	
40884.334	0	3930.667	0	1730.000	462.300	138.400	37.060	1235.000	337.700	92.550	22.170	222.500	55.410	14.850	4.784	418.700	109.800	30.530	10.790	
40884.436	0	3930.751	0	1737.000	462.700	138.600	37.080	1236.000	337.200	92.660	22.200	221.500	55.540	14.870	4.784	418.900	109.300	30.590	10.790	
40884.552	0	3930.835	0	1726.000	464.000	138.600	37.110	1236.000	336.500	92.730	22.100	220.900	55.370	14.800	4.781	418.000	109.300	30.530	10.740	
40884.565	0	3930.919	0	1726.000	462.100	137.900	36.890	1229.000	336.400	92.450	22.110	220.200	55.260	14.790	4.760	415.000	108.500	30.320	10.720	
40884.669	0	3931.003	0	1725.000	462.600	137.600	36.560	1235.000	336.400	92.350	22.160	220.200	55.320	14.760	4.739	415.100	108.800	30.360	10.680	
40884.747	0	3931.066	0	1721.000	462.400	137.700	36.840	1237.000	336.100	92.730	22.230	221.100	55.150	14.740	4.744	415.100	108.700	30.330	10.720	
40884.761	0	3931.150	0	1733.000	461.700	137.500	37.000	1233.000	334.800	92.330	22.200	221.500	55.350	14.760	4.747	414.800	108.700	30.270	10.710	
